Order ID,Customer ID,Customer Name,Order Date,Order Time,Delivery Date,Delivery Time,Shipping Method,Delivery Status,Delivery Time (days),Product Category,Delivery Region
1359,C061,Mark Lee,2018-01-15 22:00:00,09:57:41,2018-01-19 22:00:00,23:50:02,Standard,Delivered,23:50:02,Clothing,North America
1360,C048,Hannah Allen,2018-01-15 23:00:00,04:09:49,2018-01-20 23:00:00,05:03:35,Standard,Pending,05:03:35,Clothing,Asia
1361,C019,Sarah White,2018-01-16 00:00:00,20:23:37,2018-01-17 00:00:00,03:41:08,Standard,Pending,03:41:08,Groceries,Europe
1362,C004,John Doe,2018-01-16 01:00:00,02:39:30,2018-01-17 01:00:00,07:50:16,Expedited,Delivered,07:50:16,Clothing,Asia
1363,C035,John Doe,2018-01-16 02:00:00,08:36:01,2018-01-17 02:00:00,16:32:19,Standard,Delivered,16:32:19,Groceries,Europe
1364,C064,Sam Brown,2018-01-16 03:00:00,01:38:48,2018-01-17 03:00:00,13:21:51,Standard,Delivered,13:21:51,Electronics,Asia
1365,C049,Andrew Moore,2018-01-16 04:00:00,09:43:33,2018-01-19 04:00:00,10:02:23,Expedited,Pending,10:02:23,Clothing,Europe
1366,C017,Laura Clark,2018-01-16 05:00:00,09:19:32,2018-01-22 05:00:00,07:21:24,Standard,Pending,07:21:24,Electronics,North America
1367,C044,Hannah Allen,2018-01-16 06:00:00,03:44:43,2018-01-19 06:00:00,09:48:28,Standard,Delivered,09:48:28,Electronics,Asia
1368,C092,Mike Black,2018-01-16 07:00:00,10:41:46,2018-01-19 07:00:00,07:53:00,Standard,Delivered,07:53:00,Clothing,North America
1369,C030,Laura Clark,2018-01-16 08:00:00,04:24:48,2018-01-21 08:00:00,19:20:38,Standard,Pending,19:20:38,Electronics,Europe
1370,C093,Mike Black,2018-01-16 09:00:00,04:33:08,2018-01-21 09:00:00,23:08:59,Expedited,Pending,23:08:59,Clothing,Asia
1371,C046,Mark Lee,2018-01-16 10:00:00,05:17:13,2018-01-22 10:00:00,11:53:25,Expedited,Pending,11:53:25,Clothing,Asia
1372,C006,Olivia White,2018-01-16 11:00:00,18:13:39,2018-01-21 11:00:00,08:19:55,Standard,Delivered,08:19:55,Clothing,North America
1373,C099,Hannah Allen,2018-01-16 12:00:00,16:59:34,2018-01-18 12:00:00,02:35:41,Expedited,Pending,02:35:41,Home & Kitchen,Asia
1374,C037,Sophia Scott,2018-01-16 13:00:00,09:16:58,2018-01-22 13:00:00,03:53:08,Expedited,Delivered,03:53:08,Electronics,Asia
1375,C024,Jane Smith,2018-01-16 14:00:00,10:07:00,2018-01-21 14:00:00,21:00:04,Standard,Pending,21:00:04,Books,North America
1376,C093,Jane Smith,2018-01-16 15:00:00,12:52:35,2018-01-22 15:00:00,08:36:37,Expedited,Pending,08:36:37,Clothing,Asia
1377,C046,Laura Clark,2018-01-16 16:00:00,06:45:04,2018-01-19 16:00:00,18:07:41,Standard,Delivered,18:07:41,Electronics,North America
1378,C053,Lisa Green,2018-01-16 17:00:00,23:27:42,2018-01-19 17:00:00,10:31:12,Expedited,Delivered,10:31:12,Groceries,North America
1379,C095,Andrew Moore,2018-01-16 18:00:00,16:36:19,2018-01-22 18:00:00,19:35:42,Expedited,Delivered,19:35:42,Clothing,North America
1380,C099,Mark Lee,2018-01-16 19:00:00,02:36:25,2018-01-18 19:00:00,11:36:29,Expedited,Pending,11:36:29,Clothing,North America
1381,C060,John Doe,2018-01-16 20:00:00,14:50:47,2018-01-18 20:00:00,09:30:24,Standard,Pending,09:30:24,Books,North America
1382,C097,Mark Lee,2018-01-16 21:00:00,07:12:47,2018-01-22 21:00:00,23:38:20,Expedited,Pending,23:38:20,Home & Kitchen,Europe
1383,C063,Mark Lee,2018-01-16 22:00:00,02:00:08,2018-01-21 22:00:00,08:08:41,Standard,Delivered,08:08:41,Home & Kitchen,Europe
1384,C085,Laura Clark,2018-01-16 23:00:00,08:53:25,2018-01-20 23:00:00,09:01:03,Standard,Pending,09:01:03,Clothing,North America
1385,C032,Daniel King,2018-01-17 00:00:00,16:55:33,2018-01-19 00:00:00,07:31:13,Expedited,Delivered,07:31:13,Electronics,Europe
1386,C087,Mark Lee,2018-01-17 01:00:00,08:55:50,2018-01-18 01:00:00,16:12:20,Standard,Delivered,16:12:20,Groceries,Europe
1387,C033,Mike Black,2018-01-17 02:00:00,12:04:40,2018-01-20 02:00:00,23:49:17,Expedited,Delivered,23:49:17,Groceries,Asia
1388,C067,Daniel King,2018-01-17 03:00:00,12:00:24,2018-01-23 03:00:00,12:39:25,Standard,Pending,12:39:25,Electronics,North America
1389,C018,Andrew Moore,2018-01-17 04:00:00,14:03:35,2018-01-18 04:00:00,11:56:54,Standard,Pending,11:56:54,Clothing,Europe
1390,C025,Mark Lee,2018-01-17 05:00:00,19:09:27,2018-01-23 05:00:00,23:52:32,Expedited,Delivered,23:52:32,Groceries,Asia
1391,C095,James Taylor,2018-01-17 06:00:00,05:26:55,2018-01-20 06:00:00,19:30:17,Expedited,Pending,19:30:17,Home & Kitchen,Asia
1392,C054,Sarah White,2018-01-17 07:00:00,11:51:47,2018-01-20 07:00:00,02:11:50,Expedited,Delivered,02:11:50,Electronics,North America
1393,C058,Jane Smith,2018-01-17 08:00:00,02:45:32,2018-01-19 08:00:00,12:30:09,Expedited,Delivered,12:30:09,Books,North America
1394,C067,Daniel King,2018-01-17 09:00:00,09:30:14,2018-01-19 09:00:00,14:51:33,Standard,Pending,14:51:33,Clothing,Asia
1395,C046,Lisa Green,2018-01-17 10:00:00,06:35:13,2018-01-18 10:00:00,18:02:45,Standard,Delivered,18:02:45,Electronics,North America
1396,C024,Hannah Allen,2018-01-17 11:00:00,23:47:13,2018-01-23 11:00:00,06:07:31,Standard,Delivered,06:07:31,Groceries,North America
1397,C032,Sarah White,2018-01-17 12:00:00,02:48:52,2018-01-20 12:00:00,10:28:21,Expedited,Pending,10:28:21,Clothing,Asia
1398,C047,Lisa Green,2018-01-17 13:00:00,13:49:02,2018-01-18 13:00:00,19:05:42,Standard,Delivered,19:05:42,Home & Kitchen,Asia
1399,C086,Sam Brown,2018-01-17 14:00:00,21:18:34,2018-01-21 14:00:00,16:28:41,Expedited,Delivered,16:28:41,Clothing,North America
1400,C023,Lisa Green,2018-01-17 15:00:00,11:53:04,2018-01-18 15:00:00,23:16:30,Standard,Delivered,23:16:30,Clothing,Europe
1401,C066,Jane Smith,2018-01-17 16:00:00,09:40:32,2018-01-22 16:00:00,20:33:37,Expedited,Delivered,20:33:37,Home & Kitchen,North America
1402,C027,Jane Smith,2018-01-17 17:00:00,12:34:50,2018-01-18 17:00:00,04:03:01,Standard,Delivered,04:03:01,Home & Kitchen,Europe
1403,C002,Daniel King,2018-01-17 18:00:00,10:47:37,2018-01-22 18:00:00,11:34:05,Standard,Delivered,11:34:05,Clothing,Asia
1404,C090,Mark Lee,2018-01-17 19:00:00,23:34:18,2018-01-22 19:00:00,23:45:07,Expedited,Delivered,23:45:07,Home & Kitchen,Europe
1405,C017,Tom Harris,2018-01-17 20:00:00,05:39:53,2018-01-22 20:00:00,20:52:57,Standard,Pending,20:52:57,Electronics,Asia
1406,C033,Sam Brown,2018-01-17 21:00:00,12:43:41,2018-01-21 21:00:00,13:34:47,Expedited,Pending,13:34:47,Home & Kitchen,North America
1407,C009,Daniel King,2018-01-17 22:00:00,02:03:32,2018-01-18 22:00:00,14:06:14,Standard,Delivered,14:06:14,Home & Kitchen,North America
1408,C043,James Taylor,2018-01-17 23:00:00,12:55:35,2018-01-18 23:00:00,12:05:46,Standard,Delivered,12:05:46,Clothing,Asia
1409,C048,John Doe,2018-01-18 00:00:00,21:42:18,2018-01-22 00:00:00,16:03:21,Expedited,Pending,16:03:21,Electronics,Asia
1410,C039,Emma Davis,2018-01-18 01:00:00,10:11:10,2018-01-21 01:00:00,21:26:45,Expedited,Pending,21:26:45,Books,Asia
1411,C093,Hannah Allen,2018-01-18 02:00:00,05:11:26,2018-01-20 02:00:00,14:59:43,Standard,Pending,14:59:43,Books,North America
1412,C042,Lisa Green,2018-01-18 03:00:00,08:24:41,2018-01-19 03:00:00,18:21:27,Standard,Pending,18:21:27,Groceries,North America
1413,C026,Tom Harris,2018-01-18 04:00:00,02:02:19,2018-01-20 04:00:00,09:37:59,Standard,Pending,09:37:59,Home & Kitchen,Europe
1414,C099,Mark Lee,2018-01-18 05:00:00,22:47:02,2018-01-24 05:00:00,08:33:35,Standard,Delivered,08:33:35,Home & Kitchen,Asia
1415,C050,Mike Black,2018-01-18 06:00:00,09:23:42,2018-01-24 06:00:00,08:14:44,Standard,Pending,08:14:44,Electronics,Europe
1416,C025,Andrew Moore,2018-01-18 07:00:00,07:05:19,2018-01-22 07:00:00,19:07:57,Standard,Pending,19:07:57,Books,North America
1417,C024,John Doe,2018-01-18 08:00:00,10:31:59,2018-01-24 08:00:00,18:18:56,Expedited,Pending,18:18:56,Groceries,Europe
1418,C013,Sophia Scott,2018-01-18 09:00:00,20:43:47,2018-01-24 09:00:00,15:10:41,Expedited,Delivered,15:10:41,Electronics,Europe
1419,C060,Olivia White,2018-01-18 10:00:00,17:12:21,2018-01-21 10:00:00,07:32:09,Expedited,Delivered,07:32:09,Home & Kitchen,North America
1420,C007,Tom Harris,2018-01-18 11:00:00,02:46:21,2018-01-21 11:00:00,17:34:42,Standard,Delivered,17:34:42,Books,North America
1421,C057,Andrew Moore,2018-01-18 12:00:00,20:45:17,2018-01-21 12:00:00,17:02:39,Standard,Delivered,17:02:39,Groceries,Asia
1422,C036,Mike Black,2018-01-18 13:00:00,13:36:20,2018-01-24 13:00:00,13:05:46,Standard,Delivered,13:05:46,Clothing,Europe
1423,C045,Sam Brown,2018-01-18 14:00:00,13:24:26,2018-01-22 14:00:00,13:06:09,Expedited,Delivered,13:06:09,Books,North America
1424,C020,Sophia Scott,2018-01-18 15:00:00,07:59:59,2018-01-23 15:00:00,14:30:28,Expedited,Pending,14:30:28,Groceries,North America
1425,C065,Daniel King,2018-01-18 16:00:00,22:30:46,2018-01-23 16:00:00,09:53:16,Standard,Delivered,09:53:16,Electronics,Europe
1426,C008,Mark Lee,2018-01-18 17:00:00,14:29:50,2018-01-20 17:00:00,18:28:48,Standard,Delivered,18:28:48,Clothing,North America
1427,C016,John Doe,2018-01-18 18:00:00,19:37:18,2018-01-23 18:00:00,11:14:25,Expedited,Pending,11:14:25,Groceries,Asia
1428,C014,John Doe,2018-01-18 19:00:00,07:37:51,2018-01-23 19:00:00,11:24:40,Expedited,Delivered,11:24:40,Groceries,Asia
1429,C076,Laura Clark,2018-01-18 20:00:00,22:28:14,2018-01-21 20:00:00,04:03:43,Expedited,Pending,04:03:43,Home & Kitchen,Europe
1430,C087,John Doe,2018-01-18 21:00:00,02:09:14,2018-01-21 21:00:00,15:40:56,Standard,Pending,15:40:56,Books,Asia
1431,C015,Sam Brown,2018-01-18 22:00:00,23:15:16,2018-01-24 22:00:00,02:52:02,Standard,Delivered,02:52:02,Home & Kitchen,North America
1432,C092,Sophia Scott,2018-01-18 23:00:00,18:10:47,2018-01-20 23:00:00,17:16:59,Standard,Pending,17:16:59,Clothing,North America
1433,C098,Lisa Green,2018-01-19 00:00:00,04:04:57,2018-01-20 00:00:00,09:01:23,Expedited,Pending,09:01:23,Groceries,North America
1434,C066,Olivia White,2018-01-19 01:00:00,13:49:25,2018-01-21 01:00:00,10:23:34,Expedited,Pending,10:23:34,Home & Kitchen,North America
1435,C032,James Taylor,2018-01-19 02:00:00,07:04:06,2018-01-21 02:00:00,22:31:22,Standard,Pending,22:31:22,Books,Europe
1436,C087,Sam Brown,2018-01-19 03:00:00,15:54:13,2018-01-23 03:00:00,01:40:18,Standard,Delivered,01:40:18,Clothing,Asia
1437,C063,Emma Davis,2018-01-19 04:00:00,04:55:40,2018-01-25 04:00:00,01:59:50,Expedited,Pending,01:59:50,Electronics,Asia
1438,C086,Hannah Allen,2018-01-19 05:00:00,03:35:47,2018-01-23 05:00:00,01:14:55,Standard,Delivered,01:14:55,Home & Kitchen,North America
1439,C051,Hannah Allen,2018-01-19 06:00:00,23:16:46,2018-01-21 06:00:00,20:34:04,Expedited,Pending,20:34:04,Clothing,Europe
1440,C025,Olivia White,2018-01-19 07:00:00,03:05:15,2018-01-21 07:00:00,10:26:23,Expedited,Pending,10:26:23,Electronics,North America
1441,C058,Jane Smith,2018-01-19 08:00:00,03:37:36,2018-01-21 08:00:00,06:05:45,Standard,Pending,06:05:45,Home & Kitchen,North America
1442,C063,Hannah Allen,2018-01-19 09:00:00,15:56:47,2018-01-24 09:00:00,00:57:48,Expedited,Delivered,00:57:48,Clothing,Europe
1443,C062,Mark Lee,2018-01-19 10:00:00,09:40:35,2018-01-23 10:00:00,16:45:41,Standard,Delivered,16:45:41,Clothing,Europe
1444,C022,Sam Brown,2018-01-19 11:00:00,13:03:43,2018-01-21 11:00:00,07:39:45,Expedited,Delivered,07:39:45,Home & Kitchen,North America
1445,C058,Mike Black,2018-01-19 12:00:00,23:41:35,2018-01-22 12:00:00,06:05:03,Expedited,Pending,06:05:03,Clothing,Asia
1446,C058,Olivia White,2018-01-19 13:00:00,17:44:12,2018-01-25 13:00:00,00:14:30,Standard,Pending,00:14:30,Groceries,North America
1447,C086,Emma Davis,2018-01-19 14:00:00,13:17:32,2018-01-25 14:00:00,14:32:51,Expedited,Pending,14:32:51,Home & Kitchen,Asia
1448,C049,Laura Clark,2018-01-19 15:00:00,20:15:14,2018-01-22 15:00:00,02:54:04,Standard,Pending,02:54:04,Clothing,Asia
1449,C052,Jane Smith,2018-01-19 16:00:00,21:56:04,2018-01-25 16:00:00,04:35:16,Standard,Delivered,04:35:16,Electronics,Europe
1450,C042,Lisa Green,2018-01-19 17:00:00,05:37:02,2018-01-24 17:00:00,20:51:13,Expedited,Pending,20:51:13,Electronics,Europe
1451,C070,Sophia Scott,2018-01-19 18:00:00,15:11:35,2018-01-24 18:00:00,07:33:39,Standard,Delivered,07:33:39,Groceries,North America
1452,C015,Mike Black,2018-01-19 19:00:00,00:35:32,2018-01-20 19:00:00,00:28:35,Standard,Pending,00:28:35,Home & Kitchen,Asia
1453,C054,Daniel King,2018-01-19 20:00:00,20:26:26,2018-01-20 20:00:00,18:36:28,Standard,Delivered,18:36:28,Clothing,Asia
1454,C060,Olivia White,2018-01-19 21:00:00,07:55:36,2018-01-20 21:00:00,04:52:31,Standard,Delivered,04:52:31,Clothing,North America
1455,C097,Mark Lee,2018-01-19 22:00:00,01:11:21,2018-01-25 22:00:00,19:23:18,Standard,Pending,19:23:18,Electronics,North America
1456,C008,Sophia Scott,2018-01-19 23:00:00,16:06:42,2018-01-24 23:00:00,11:51:00,Standard,Pending,11:51:00,Groceries,North America
1457,C053,Mike Black,2018-01-20 00:00:00,03:36:37,2018-01-25 00:00:00,06:16:33,Expedited,Delivered,06:16:33,Electronics,Europe
1458,C060,Jane Smith,2018-01-20 01:00:00,10:00:24,2018-01-25 01:00:00,10:06:16,Standard,Pending,10:06:16,Electronics,North America
1459,C005,Laura Clark,2018-01-20 02:00:00,09:51:23,2018-01-23 02:00:00,02:28:21,Expedited,Pending,02:28:21,Groceries,North America
1460,C068,Mike Black,2018-01-20 03:00:00,20:42:55,2018-01-25 03:00:00,05:53:42,Expedited,Delivered,05:53:42,Home & Kitchen,Asia
1461,C006,Andrew Moore,2018-01-20 04:00:00,16:07:58,2018-01-23 04:00:00,17:49:53,Standard,Delivered,17:49:53,Clothing,North America
1462,C096,Sophia Scott,2018-01-20 05:00:00,12:26:51,2018-01-21 05:00:00,09:04:29,Expedited,Delivered,09:04:29,Home & Kitchen,Asia
1463,C094,Sarah White,2018-01-20 06:00:00,17:26:21,2018-01-21 06:00:00,22:54:20,Expedited,Delivered,22:54:20,Books,Asia
1464,C047,Andrew Moore,2018-01-20 07:00:00,15:01:04,2018-01-26 07:00:00,23:25:53,Standard,Pending,23:25:53,Books,Europe
1465,C099,James Taylor,2018-01-20 08:00:00,17:02:26,2018-01-21 08:00:00,14:20:19,Standard,Delivered,14:20:19,Books,North America
1466,C055,Laura Clark,2018-01-20 09:00:00,21:16:15,2018-01-26 09:00:00,22:03:20,Standard,Delivered,22:03:20,Groceries,North America
1467,C040,Tom Harris,2018-01-20 10:00:00,05:50:06,2018-01-22 10:00:00,20:00:14,Expedited,Delivered,20:00:14,Electronics,Asia
1468,C052,Lisa Green,2018-01-20 11:00:00,17:13:37,2018-01-22 11:00:00,16:50:13,Expedited,Pending,16:50:13,Home & Kitchen,Europe
1469,C016,Hannah Allen,2018-01-20 12:00:00,07:14:46,2018-01-24 12:00:00,18:49:59,Standard,Delivered,18:49:59,Clothing,Europe
1470,C013,Jane Smith,2018-01-20 13:00:00,14:47:32,2018-01-26 13:00:00,01:05:44,Standard,Pending,01:05:44,Books,North America
1471,C030,Sophia Scott,2018-01-20 14:00:00,10:26:28,2018-01-24 14:00:00,16:05:52,Expedited,Delivered,16:05:52,Home & Kitchen,Asia
1472,C019,James Taylor,2018-01-20 15:00:00,04:04:28,2018-01-24 15:00:00,21:04:06,Expedited,Delivered,21:04:06,Books,North America
1473,C017,James Taylor,2018-01-20 16:00:00,20:05:01,2018-01-22 16:00:00,00:12:50,Expedited,Pending,00:12:50,Books,North America
1474,C063,Daniel King,2018-01-20 17:00:00,05:45:42,2018-01-26 17:00:00,21:00:12,Expedited,Delivered,21:00:12,Clothing,North America
1475,C019,Mike Black,2018-01-20 18:00:00,03:55:28,2018-01-22 18:00:00,10:26:06,Standard,Delivered,10:26:06,Groceries,North America
1476,C092,Tom Harris,2018-01-20 19:00:00,08:55:02,2018-01-24 19:00:00,19:02:57,Expedited,Pending,19:02:57,Electronics,Asia
1477,C058,James Taylor,2018-01-20 20:00:00,15:42:26,2018-01-26 20:00:00,00:39:16,Expedited,Delivered,00:39:16,Groceries,Europe
1478,C055,Tom Harris,2018-01-20 21:00:00,03:31:00,2018-01-24 21:00:00,12:13:36,Expedited,Delivered,12:13:36,Home & Kitchen,North America
1479,C090,Laura Clark,2018-01-20 22:00:00,20:53:15,2018-01-25 22:00:00,23:53:22,Expedited,Delivered,23:53:22,Groceries,North America
1480,C090,Andrew Moore,2018-01-20 23:00:00,18:47:10,2018-01-26 23:00:00,23:28:37,Standard,Delivered,23:28:37,Home & Kitchen,North America
1481,C062,Mike Black,2018-01-21 00:00:00,07:54:00,2018-01-27 00:00:00,21:26:37,Standard,Pending,21:26:37,Home & Kitchen,North America
1482,C023,Sophia Scott,2018-01-21 01:00:00,20:57:08,2018-01-25 01:00:00,20:39:44,Expedited,Delivered,20:39:44,Electronics,Europe
1483,C009,Andrew Moore,2018-01-21 02:00:00,11:21:07,2018-01-26 02:00:00,17:22:30,Expedited,Pending,17:22:30,Clothing,Europe
1484,C012,Mark Lee,2018-01-21 03:00:00,16:41:26,2018-01-24 03:00:00,03:16:36,Standard,Delivered,03:16:36,Electronics,Europe
1485,C001,Sarah White,2018-01-21 04:00:00,06:18:24,2018-01-23 04:00:00,02:35:54,Standard,Pending,02:35:54,Groceries,Europe
1486,C058,James Taylor,2018-01-21 05:00:00,05:20:23,2018-01-25 05:00:00,04:45:14,Expedited,Delivered,04:45:14,Home & Kitchen,North America
1487,C001,Sam Brown,2018-01-21 06:00:00,23:59:59,2018-01-27 06:00:00,19:48:05,Expedited,Pending,19:48:05,Books,Asia
1488,C034,Andrew Moore,2018-01-21 07:00:00,18:49:46,2018-01-23 07:00:00,09:53:31,Standard,Delivered,09:53:31,Books,Europe
1489,C096,Sarah White,2018-01-21 08:00:00,01:13:52,2018-01-23 08:00:00,22:47:16,Standard,Pending,22:47:16,Home & Kitchen,Europe
1490,C048,Mike Black,2018-01-21 09:00:00,09:31:27,2018-01-23 09:00:00,13:19:43,Standard,Pending,13:19:43,Electronics,North America
1491,C089,Daniel King,2018-01-21 10:00:00,15:38:39,2018-01-24 10:00:00,08:14:43,Standard,Delivered,08:14:43,Clothing,North America
1492,C001,Lisa Green,2018-01-21 11:00:00,09:46:39,2018-01-22 11:00:00,13:57:21,Standard,Pending,13:57:21,Electronics,North America
1493,C016,Sam Brown,2018-01-21 12:00:00,12:11:07,2018-01-25 12:00:00,17:51:05,Standard,Delivered,17:51:05,Home & Kitchen,North America
1494,C061,Jane Smith,2018-01-21 13:00:00,14:25:11,2018-01-22 13:00:00,03:57:22,Expedited,Delivered,03:57:22,Home & Kitchen,Asia
1495,C064,Hannah Allen,2018-01-21 14:00:00,10:50:45,2018-01-22 14:00:00,11:44:18,Standard,Delivered,11:44:18,Clothing,Asia
1496,C063,Daniel King,2018-01-21 15:00:00,17:44:35,2018-01-22 15:00:00,21:44:30,Standard,Delivered,21:44:30,Groceries,Europe
1497,C069,Sarah White,2018-01-21 16:00:00,16:50:26,2018-01-23 16:00:00,11:51:02,Standard,Delivered,11:51:02,Groceries,Asia
1498,C022,Laura Clark,2018-01-21 17:00:00,08:54:38,2018-01-26 17:00:00,02:13:17,Standard,Pending,02:13:17,Clothing,Europe
1499,C093,Mike Black,2018-01-21 18:00:00,00:06:25,2018-01-23 18:00:00,18:59:09,Expedited,Delivered,18:59:09,Groceries,Europe
1500,C067,Sarah White,2018-01-21 19:00:00,06:51:06,2018-01-23 19:00:00,16:14:18,Expedited,Delivered,16:14:18,Books,Asia
1501,C076,Hannah Allen,2018-01-21 20:00:00,07:15:02,2018-01-27 20:00:00,08:03:14,Standard,Delivered,08:03:14,Groceries,Europe
1502,C026,James Taylor,2018-01-21 21:00:00,12:09:49,2018-01-27 21:00:00,18:47:07,Expedited,Delivered,18:47:07,Groceries,North America
1503,C016,Daniel King,2018-01-21 22:00:00,06:20:52,2018-01-22 22:00:00,16:52:00,Expedited,Delivered,16:52:00,Groceries,Europe
1504,C051,Andrew Moore,2018-01-21 23:00:00,04:30:22,2018-01-23 23:00:00,06:52:30,Expedited,Delivered,06:52:30,Books,North America
1505,C086,Sophia Scott,2018-01-22 00:00:00,23:21:38,2018-01-23 00:00:00,17:11:47,Expedited,Pending,17:11:47,Groceries,Asia
1506,C057,Sam Brown,2018-01-22 01:00:00,21:48:03,2018-01-28 01:00:00,00:58:46,Expedited,Pending,00:58:46,Books,Asia
1507,C029,Emma Davis,2018-01-22 02:00:00,23:22:47,2018-01-27 02:00:00,06:27:48,Expedited,Delivered,06:27:48,Clothing,Europe
1508,C078,Laura Clark,2018-01-22 03:00:00,18:41:02,2018-01-26 03:00:00,02:42:05,Standard,Pending,02:42:05,Electronics,North America
1509,C092,Olivia White,2018-01-22 04:00:00,02:27:16,2018-01-23 04:00:00,05:14:06,Standard,Delivered,05:14:06,Clothing,Europe
1510,C069,Sarah White,2018-01-22 05:00:00,09:48:21,2018-01-27 05:00:00,10:29:26,Standard,Delivered,10:29:26,Electronics,Asia
1511,C047,Hannah Allen,2018-01-22 06:00:00,16:20:35,2018-01-26 06:00:00,16:54:17,Standard,Delivered,16:54:17,Clothing,Europe
1512,C094,Jane Smith,2018-01-22 07:00:00,20:22:37,2018-01-25 07:00:00,21:55:52,Standard,Delivered,21:55:52,Electronics,Europe
1513,C062,Jane Smith,2018-01-22 08:00:00,11:24:53,2018-01-23 08:00:00,18:26:39,Expedited,Delivered,18:26:39,Electronics,North America
1514,C069,John Doe,2018-01-22 09:00:00,19:48:48,2018-01-23 09:00:00,23:51:07,Standard,Pending,23:51:07,Home & Kitchen,Asia
1515,C076,Daniel King,2018-01-22 10:00:00,09:06:28,2018-01-25 10:00:00,20:28:42,Standard,Pending,20:28:42,Electronics,Europe
1516,C016,Sarah White,2018-01-22 11:00:00,15:28:12,2018-01-25 11:00:00,20:02:30,Expedited,Pending,20:02:30,Electronics,North America
1517,C090,Olivia White,2018-01-22 12:00:00,02:01:15,2018-01-23 12:00:00,22:26:45,Expedited,Pending,22:26:45,Home & Kitchen,Europe
1518,C090,Mark Lee,2018-01-22 13:00:00,05:05:44,2018-01-25 13:00:00,08:56:32,Standard,Delivered,08:56:32,Groceries,North America
1519,C048,Hannah Allen,2018-01-22 14:00:00,06:04:55,2018-01-24 14:00:00,00:25:27,Expedited,Pending,00:25:27,Groceries,North America
1520,C085,James Taylor,2018-01-22 15:00:00,06:33:31,2018-01-26 15:00:00,11:42:30,Expedited,Delivered,11:42:30,Home & Kitchen,Europe
1521,C039,Tom Harris,2018-01-22 16:00:00,16:12:29,2018-01-26 16:00:00,20:00:19,Expedited,Pending,20:00:19,Books,Asia
1522,C100,Andrew Moore,2018-01-22 17:00:00,20:59:58,2018-01-26 17:00:00,11:16:14,Expedited,Pending,11:16:14,Electronics,Asia
1523,C033,Sophia Scott,2018-01-22 18:00:00,20:27:47,2018-01-24 18:00:00,01:49:15,Standard,Pending,01:49:15,Electronics,North America
1524,C094,Olivia White,2018-01-22 19:00:00,19:33:04,2018-01-25 19:00:00,03:07:33,Expedited,Pending,03:07:33,Home & Kitchen,Asia
1525,C023,Tom Harris,2018-01-22 20:00:00,17:59:38,2018-01-27 20:00:00,13:24:14,Standard,Delivered,13:24:14,Home & Kitchen,North America
1526,C010,Daniel King,2018-01-22 21:00:00,10:56:56,2018-01-25 21:00:00,08:01:16,Standard,Pending,08:01:16,Books,Asia
1527,C069,Andrew Moore,2018-01-22 22:00:00,10:53:16,2018-01-23 22:00:00,09:08:30,Expedited,Pending,09:08:30,Groceries,Europe
1528,C100,Tom Harris,2018-01-22 23:00:00,15:44:21,2018-01-28 23:00:00,01:23:18,Expedited,Delivered,01:23:18,Clothing,Asia
1529,C034,Andrew Moore,2018-01-23 00:00:00,04:19:47,2018-01-27 00:00:00,16:42:48,Expedited,Delivered,16:42:48,Groceries,North America
1530,C052,Emma Davis,2018-01-23 01:00:00,21:53:47,2018-01-26 01:00:00,09:49:54,Standard,Pending,09:49:54,Electronics,North America
1531,C095,John Doe,2018-01-23 02:00:00,15:45:05,2018-01-28 02:00:00,05:47:27,Expedited,Delivered,05:47:27,Home & Kitchen,Asia
1532,C010,Olivia White,2018-01-23 03:00:00,01:13:47,2018-01-24 03:00:00,17:51:49,Expedited,Delivered,17:51:49,Books,Europe
1533,C019,Daniel King,2018-01-23 04:00:00,22:19:12,2018-01-25 04:00:00,00:59:02,Expedited,Delivered,00:59:02,Groceries,North America
1534,C058,Olivia White,2018-01-23 05:00:00,14:43:40,2018-01-25 05:00:00,14:51:09,Expedited,Pending,14:51:09,Books,North America
1535,C096,Emma Davis,2018-01-23 06:00:00,17:52:13,2018-01-28 06:00:00,20:36:14,Expedited,Delivered,20:36:14,Groceries,North America
1536,C001,Sarah White,2018-01-23 07:00:00,19:56:35,2018-01-24 07:00:00,22:13:14,Standard,Pending,22:13:14,Electronics,North America
1537,C069,Sarah White,2018-01-23 08:00:00,07:39:21,2018-01-27 08:00:00,09:55:08,Expedited,Pending,09:55:08,Clothing,North America
1538,C004,Sarah White,2018-01-23 09:00:00,21:15:26,2018-01-26 09:00:00,11:38:04,Expedited,Pending,11:38:04,Books,Europe
1539,C016,Lisa Green,2018-01-23 10:00:00,23:59:59,2018-01-24 10:00:00,23:41:56,Expedited,Pending,23:41:56,Books,Asia
1540,C024,Tom Harris,2018-01-23 11:00:00,09:24:30,2018-01-25 11:00:00,07:21:51,Standard,Delivered,07:21:51,Clothing,Europe
1541,C080,Lisa Green,2018-01-23 12:00:00,20:26:16,2018-01-28 12:00:00,15:11:08,Expedited,Pending,15:11:08,Books,Europe
1542,C002,John Doe,2018-01-23 13:00:00,00:30:49,2018-01-28 13:00:00,09:47:09,Standard,Delivered,09:47:09,Books,North America
1543,C092,Sophia Scott,2018-01-23 14:00:00,09:25:20,2018-01-26 14:00:00,08:25:34,Standard,Pending,08:25:34,Groceries,Europe
